gene	025_08	024_08	025_09	022_06	006_09	013_09	022_09	004_06	001_06	009_09	004_08	031_08	018_06	020_08	023_09	016_07	023_08	039_06	037_08	015_09	016_09	011_09	015_07	018_08	035_06	017_07	012_09	026_09	014_09	017_09	005_09	032_08	021_09	033_08	007_09	016_08	026_08	028_08	030_06	018_05	034_07	032_09	029_09	022_08	036_09	038_09	027_09	033_09	014_08	030_09	003_08	009_07	035_09	017_08	034_06	020_07	007_08	034_08	034_09	031_09	028_09	002_08	004_10	011_10	001_10	006_10	012_10	008_10	010_10	002_10	007_10	024_10	023_10	016_10	028_10	013_10	014_10	015_10	019_10	032_10	018_10	021_10	020_10
X3302360	6.14761	6.263	6.18429	6.14883	6.21818	6.11479	6.24547	6.22356	5.9687	6.11051	6.14674	6.3801	6.50379	6.14045	6.14558	6.19438	5.91066	6.11007	6.17895	6.32973	6.36609	6.50317	6.43885	6.22947	6.12864	6.209	6.16785	6.0869	6.52031	6.27365	6.31955	6.2042	6.3226	6.19054	6.29285	6.53886	6.45804	6.36294	6.24396	6.31857	6.31158	6.10002	6.51823	6.24703	6.21325	6.15909	6.31495	6.1655	6.22795	6.28545	6.28853	6.12864	6.31885	5.97816	6.20055	6.16655	6.12193	6.32425	6.46392	6.34613	6.27511	6.18475	6.2874	6.09264	6.23885	6.28222	6.20761	6.11935	6.23703	6.39573	6.31557	6.17635	6.02284	6.43686	6.19549	6.40954	6.25401	6.1993	6.0657	6.27299	6.36156	6.45663	6.23235
X3326826	5.16544	4.85101	4.91618	4.75337	4.96282	5.16723	4.83288	4.59315	4.69805	4.85204	5.17034	5.26989	5.48725	5.24281	4.71996	4.87447	4.5562	4.71618	5.21208	5.62756	5.19201	5.31853	5.83393	5.24663	4.99203	5.17223	5.04374	4.48491	4.98146	4.89288	4.91663	5.31543	5.12026	5.04682	5.03452	4.84068	4.84346	5.10465	5.28775	4.98203	4.86907	4.57176	5.56972	5.3113	4.54456	5.28475	4.51884	5.10085	4.97083	5.36885	5.18792	4.67572	4.60154	4.63206	4.51388	4.86775	5.0691	5.41693	4.67099	4.85414	4.53963	5.04168	4.89703	5.22951	5.03781	4.79773	5.16974	4.79865	4.86513	5.23175	4.77848	5.14219	4.86259	5.18015	4.68948	5.25939	5.16453	5.0403	4.50141	5.06157	4.69742	4.94119	5.8018
X3742130	5.69701	5.44736	5.39599	5.50677	5.70066	5.35688	5.47255	5.33063	5.07109	5.42647	5.75533	5.56035	5.53216	5.3207	5.48942	5.23051	5.12886	5.24133	5.65624	5.50294	5.72157	5.55072	5.6685	5.41187	5.20271	5.43244	5.54597	5.48931	5.53939	5.49487	5.67149	5.52208	5.6095	5.37433	5.57901	5.41492	5.68575	5.56875	5.59442	5.61702	5.59952	5.58126	5.64977	5.58211	5.32429	5.54368	5.46822	5.31175	5.37815	5.52732	5.55247	5.27852	5.53376	5.30091	5.40982	5.49751	5.39109	5.82301	5.69279	5.63318	5.30108	5.3379	5.48032	5.06708	5.46752	5.46243	5.4025	5.33314	5.48897	5.49366	5.46361	5.51705	5.36821	5.59047	5.51768	5.58728	5.40995	5.50571	5.31334	5.30104	5.46156	5.56346	5.48152
X4011889	6.20078	6.0122	5.79046	5.87831	5.8869	6.04646	6.08837	5.86804	5.90208	5.90692	6.16454	6.07792	6.3242	5.78438	5.98673	6.00542	5.77788	5.99905	5.8434	6.20516	5.94701	6.15874	6.2306	5.7835	5.5634	6.01079	6.06221	6.05153	6.36958	5.98873	6.21967	6.24138	5.98206	5.8497	5.9268	6.13676	6.09752	5.91632	5.79659	6.08749	6.0567	5.79215	6.15807	5.94695	5.7981	5.82845	5.87992	5.74715	5.81907	5.96749	5.96662	5.70323	5.82592	5.66002	5.88787	5.90873	5.99699	6.31678	6.24572	6.06178	5.93813	5.84357	5.90238	5.58864	5.96293	5.93747	5.82945	5.81176	5.83163	6.03346	6.15974	6.01293	5.99598	5.99161	6.02487	6.08585	6.13528	6.25673	6.08246	6.03016	5.92917	6.05511	5.93788
X3936442	6.57042	6.63507	6.32768	6.48001	6.50745	6.55208	6.41875	6.56668	6.47117	6.67449	6.59387	6.77987	6.44336	6.5282	6.56566	6.42451	6.34892	6.53338	6.3422	6.61774	6.68766	6.86187	7.06908	6.67118	6.38655	6.67842	6.79926	6.46892	7.06876	6.69607	6.66345	6.93225	6.39353	6.56807	6.75315	6.60897	6.63897	6.52155	6.64511	6.5721	6.42716	6.46899	6.52804	6.61811	6.45502	6.54608	6.43921	6.43091	6.65154	6.65189	6.76401	6.59076	6.46976	6.45827	6.20876	6.577	6.6939	6.59583	6.72262	6.57014	6.31634	6.38	6.68567	6.61786	6.50263	6.56976	6.60846	6.56395	6.63375	6.52724	6.45809	6.6724	6.51254	6.57208	6.53621	6.72499	6.76016	6.62748	6.49692	6.53951	6.33616	6.40812	6.46633
X3376914	7.16648	6.82272	6.74092	6.88169	6.78467	7.08882	6.88949	6.97573	6.89919	6.77184	7.00817	6.98635	6.98691	6.87	7.01566	6.93167	6.93233	6.74232	6.90727	7.15062	7.26709	7.0136	7.26556	6.77116	6.91866	7.0522	7.15204	6.74473	7.21657	6.95148	7.02482	6.89722	7.03681	6.97453	7.03221	6.98025	6.96095	6.91459	6.83558	6.94396	6.62601	6.73623	7.25326	7.14481	6.7535	6.81606	6.99588	7.16177	6.90205	6.65127	7.10636	6.78335	6.588	6.81145	6.67585	6.87384	7.01263	7.19552	7.28432	7.04585	6.87756	6.80597	6.83992	6.92412	6.9088	6.83227	6.7879	6.75461	6.85109	7.01992	7.03584	6.9527	6.79514	6.95848	6.79015	7.00343	6.9907	7.20569	6.95072	6.95273	6.66794	6.97736	6.994
X3656682	5.88056	5.62964	5.60769	5.72611	6.02084	5.59326	5.49274	5.5906	5.85672	5.67942	5.94246	6.0061	5.56231	5.58523	5.5077	5.54021	5.22997	5.5244	5.71649	5.74702	6.19984	5.9245	6.11844	5.57835	5.50904	5.58878	5.86242	5.44816	6.13068	5.8559	6.09765	6.01338	5.84796	5.75628	6.00489	6.1222	5.92095	5.71209	5.97007	5.64149	5.64945	5.70717	5.71652	5.59826	5.62136	5.57082	5.56139	5.77733	5.75679	5.90022	5.81812	5.74163	5.53774	5.44433	5.69688	5.71909	5.75125	6.05706	6.12265	5.92079	5.69771	5.56605	5.76122	5.41315	5.76833	5.86907	5.64265	5.69929	5.68639	5.83499	5.77186	5.59406	5.64956	5.65879	5.85927	5.83463	5.69836	5.65352	5.71957	5.72353	5.42642	5.97987	5.82801
X3377044	7.62657	7.53365	7.28365	7.66119	7.52868	7.48614	7.53026	7.70758	7.48051	7.61681	7.7162	7.89538	7.6998	7.59142	7.60295	7.49	7.29403	7.23592	7.48871	7.4955	7.77902	7.75806	7.76969	7.38131	7.37181	7.50687	7.71597	7.54117	7.83301	7.57722	7.91215	7.86074	7.58689	7.53779	7.70965	7.77393	7.72674	7.49742	7.57732	7.66066	7.45172	7.68981	7.63928	7.71614	7.44799	7.42909	7.58247	7.6935	7.46699	7.69139	7.58569	7.47451	7.55853	7.68528	7.54755	7.61943	7.38197	7.7584	7.71639	7.86858	7.57939	7.5656	7.61446	7.39397	7.60689	7.59445	7.53408	7.66671	7.55214	7.57418	7.55045	7.38958	7.55606	7.67184	7.58755	7.62723	7.59359	7.67454	7.7089	7.52136	7.68492	7.68278	7.5796
X3742236	6.18961	5.97675	6.00833	6.07534	6.17006	6.05124	5.92565	6.1472	5.81885	6.07776	6.10209	6.25626	5.87859	6.06734	6.11811	6.11667	5.53654	5.74018	6.09075	6.09461	6.42736	6.10286	6.23514	5.90337	5.96558	5.99664	6.11603	5.88804	6.30527	6.14518	6.3047	6.16998	6.11614	6.08348	6.07373	6.29354	6.13285	6.0453	6.06322	6.1922	6.10693	6.12594	6.26219	5.96966	5.99069	6.00682	6.15528	6.14363	5.93135	6.13621	6.2296	6.14537	5.92652	6.15929	5.94499	6.11359	5.97416	6.45094	6.11348	6.16299	6.0329	6.06211	6.10392	5.78185	6.14812	6.1192	5.92733	5.90065	5.81416	6.02899	6.10201	5.96348	5.83838	6.10823	6.2241	6.11788	6.23387	5.91076	6.16904	6.10426	5.92276	6.24677	6.34338
X4012122	4.67655	4.45997	4.61177	4.75792	4.61165	4.72223	4.47426	4.45096	4.56752	4.48351	4.8468	4.74658	4.37483	4.42123	4.23274	4.52303	4.19312	4.27943	4.73298	4.66928	5.0484	4.99728	4.81695	4.53705	4.42731	4.54433	4.42888	4.49587	4.78933	4.81218	4.86372	4.80123	4.58662	4.47188	4.77646	4.80784	4.72617	4.6888	4.69184	4.3969	4.63332	4.65577	4.5621	4.44248	4.46096	4.51559	4.5776	4.36357	4.50775	4.62948	4.64215	4.55977	4.69021	4.67901	4.43504	4.49384	4.54917	4.93599	4.78492	4.67072	4.57341	4.53696	4.64422	4.38789	4.49353	4.77298	4.35721	4.51621	4.47359	4.62085	4.63956	4.43354	4.4127	4.64916	4.42208	4.57455	4.70931	4.5647	4.54295	4.50973	4.59357	4.66791	4.53137
X3377149	5.91494	5.67209	5.56186	5.7999	5.72117	5.87016	5.53932	5.62451	5.30637	5.35994	5.57331	5.56942	5.54889	5.61398	5.33962	5.54921	5.20889	5.19782	5.59113	5.96808	6.01329	6.02272	5.94796	5.57046	5.62068	5.77549	5.70757	5.45939	6.05336	5.78467	5.96943	5.8864	5.77651	5.92252	5.97378	5.90898	5.89686	5.8216	5.93935	5.48905	5.91984	5.64732	5.82065	5.76073	5.59955	5.59269	5.61912	5.75472	5.48507	5.65739	5.70989	5.44106	5.46694	5.3844	5.40258	5.56885	5.4018	6.13148	6.01214	5.9001	5.73256	5.67071	5.64434	5.35938	5.72704	5.72525	5.53686	5.6954	5.47582	5.69984	5.76383	5.90688	5.55539	5.90143	5.64738	5.81901	5.67644	5.76306	5.86322	5.58147	5.73048	5.64276	5.64069
X3656829	6.07625	5.52977	5.92395	5.81881	5.91452	5.74577	5.40848	5.98599	5.56369	5.81606	5.94374	6.09425	5.85273	5.69	5.60179	5.95147	5.48507	5.47554	6.05548	6.49643	6.29796	6.31912	6.4957	5.73035	5.56341	6.29555	6.17891	5.54659	6.35749	6.04523	6.25836	5.87366	5.70069	6.30278	6.13452	6.33373	6.49508	5.73977	6.29878	5.71566	6.00887	5.86913	6.18933	5.26845	5.72021	5.88282	5.88152	5.78549	5.86614	6.03211	5.65703	5.45895	5.71123	5.37551	5.53839	6.21842	5.53492	6.28205	6.18104	5.96863	5.75339	5.78105	5.86832	5.61644	5.73364	5.74814	5.78158	5.60378	5.81974	5.98083	5.63793	5.56043	5.78685	6.1537	6.07219	6.1171	6.03022	5.80438	6.12922	5.78077	5.58007	6.1175	6.09297
X3656855	5.71929	5.81266	5.66327	5.9105	5.71122	5.87599	5.57001	5.71927	5.48296	5.6908	5.81345	5.9621	5.56264	5.73854	5.64528	5.65816	5.53926	5.54306	5.92844	5.60178	5.71815	5.71882	5.79036	5.7277	5.56358	5.77799	5.71787	5.65289	5.81306	5.66792	5.72174	5.9423	5.66974	5.57065	5.54366	5.82266	5.88244	5.67817	5.75201	5.62543	5.8766	5.60085	5.83453	5.66846	5.64187	5.75699	5.57885	5.69052	5.7813	5.62236	5.72758	5.65373	5.51608	5.60939	5.39968	5.64346	5.84589	5.84587	5.87829	5.71938	5.62591	5.69301	5.77945	5.45935	5.73516	5.72185	5.66785	5.51252	5.78904	5.71006	5.49564	5.71231	5.64411	5.98659	5.76862	5.57734	5.64317	5.7331	5.67946	5.82267	5.79585	5.7063	5.72089
X3377226	4.62919	4.54253	4.37356	4.49869	4.54713	4.53783	4.40588	4.4073	4.39793	4.51299	4.51145	4.75156	4.49588	4.7498	4.3315	4.66246	4.48104	4.43503	4.44501	4.65441	4.50149	4.51378	4.70088	4.50674	4.80655	4.34452	4.57729	4.43179	4.86005	4.67502	4.57062	4.62238	4.4563	4.62571	4.59632	4.55964	4.63956	4.30424	4.44053	4.44351	4.36643	4.48275	4.42658	4.54642	4.63452	4.29204	4.34921	4.52148	4.57452	4.36646	4.47252	4.49658	4.29366	4.45547	4.47308	4.41303	4.6006	4.67745	4.51894	4.56874	4.09869	4.55493	4.35236	4.52477	4.31972	4.18795	4.26781	4.51497	4.29555	4.28097	4.62323	4.48336	4.24747	4.61305	4.65169	4.53494	4.31271	4.6085	4.30986	4.38068	4.57141	4.78025	4.43554
X3742384	7.79338	7.28731	7.39175	7.321	7.36805	7.39973	7.4332	7.07184	6.77534	7.26211	7.41195	7.50746	7.06989	7.2707	7.20602	7.23413	6.90533	6.7112	7.38847	7.75991	7.81134	7.69683	7.58876	7.34816	7.32853	7.43287	7.55777	6.94294	7.75754	7.4619	7.49201	7.38846	7.24269	7.31202	7.31765	7.44066	7.73019	7.31135	7.6859	7.14278	7.24014	7.2784	7.53293	7.21833	7.52653	7.62091	7.40098	7.37538	7.37917	7.61744	7.44404	6.97381	7.2235	7.09211	7.00925	7.5856	7.15517	7.8428	7.52426	7.4001	7.17064	7.00977	7.62193	7.10849	7.43656	7.37678	7.28364	7.56123	7.39295	7.29694	7.43167	7.41954	7.27495	7.52231	7.45847	7.22176	7.42843	7.59042	7.26524	7.29617	7.56371	7.19968	7.49441
X3742400	6.78583	6.7386	7.14562	7.05784	7.00741	6.63754	7.16206	6.86644	6.9275	6.80693	7.1384	7.01202	6.80564	6.94878	6.72739	6.87115	6.61448	6.77994	6.94534	7.26144	7.70533	7.07531	7.45026	7.17171	7.16792	6.58833	7.08421	6.62962	7.34536	6.94022	7.21059	6.79321	6.73103	7.28659	7.39258	6.86686	7.43334	6.86356	7.10469	6.70667	6.97526	7.29352	6.95766	7.00093	6.70984	7.17186	6.6563	6.87057	7.5807	7.22071	6.96185	7.17287	6.7559	7.17609	6.78984	7.08836	6.72258	7.52251	7.00895	6.86643	6.79846	6.81988	7.05991	6.9473	6.77614	6.96568	6.75944	6.88303	7.5542	7.00974	7.37945	7.05232	7.09263	7.10662	7.26903	6.66186	6.99103	6.9306	7.41936	7.21452	7.11376	7.10959	7.0928
X3377266	5.61508	5.38734	5.27408	5.35553	5.72224	5.32702	5.33719	5.23765	4.92625	5.32115	5.37885	5.50451	5.30673	5.50316	5.5002	5.31969	5.27063	5.60002	5.52079	5.48295	5.35702	5.545	5.55816	5.47208	5.4599	5.46977	5.44779	5.28826	5.44797	5.34703	5.52851	5.54686	5.55207	5.2774	5.58215	5.38904	5.39444	5.34933	5.3641	5.2231	5.23816	5.44746	5.55739	5.64076	5.37069	5.26436	5.29105	5.45464	5.25471	5.39255	5.39827	5.41383	5.25927	5.3103	5.53707	5.30453	5.27734	5.64451	5.56685	5.52018	5.36398	5.43428	5.30227	5.23693	5.28649	5.47368	5.2823	5.4309	5.31802	5.37179	5.57059	5.71668	5.18227	5.38872	5.48543	5.36415	5.32334	5.59173	5.3056	5.13022	5.40802	5.47405	5.43562
X3302805	4.94818	4.75184	4.77628	4.84588	5.10248	4.7656	4.74791	5.01557	4.91989	4.97679	5.00512	4.98308	4.57018	4.77067	4.72088	4.70191	4.46144	4.25919	4.69219	4.79345	5.27832	4.80795	5.0806	4.51976	4.74773	4.81392	4.82253	4.38808	5.36639	4.64337	5.44611	5.07748	4.72099	5.12476	4.95005	5.17044	4.99572	4.77531	4.7973	4.53718	5.00942	5.03271	5.13341	4.8683	5.06451	5.05715	4.54646	4.78186	4.98836	4.93097	4.51379	4.60038	4.78126	4.86132	4.50239	5.0143	4.58636	5.03562	5.0357	4.99788	4.84052	4.92849	4.98401	5.14019	4.9007	4.64986	5.00367	4.99656	4.89041	4.80025	5.14521	4.80262	4.92885	4.97127	4.74003	5.05194	4.88909	4.96228	4.61284	4.9642	4.81431	5.04008	4.80619
X3717034	5.31708	5.43736	5.0847	5.50827	5.03629	5.63096	5.33298	5.25397	5.68086	5.97696	5.89244	5.63047	4.80311	5.35816	5.14417	5.39348	4.97545	4.65138	5.50414	5.81017	5.66719	5.1607	5.37025	4.82983	5.4427	5.44397	5.71373	5.42092	5.77037	5.46696	5.58351	5.70277	5.28963	5.17779	5.61148	5.57601	5.99049	5.50045	5.31186	5.37097	5.0508	5.4553	5.34331	5.54217	5.38855	5.47979	5.39632	5.72706	5.2942	5.85239	5.33119	5.79051	5.04358	5.75271	5.59178	5.68473	5.64521	5.22207	5.62579	5.35994	5.49142	5.38082	5.54461	5.3777	5.76837	5.16794	5.43152	5.62862	5.88674	5.46964	5.11894	5.09076	6.04581	5.31471	5.69707	5.56961	5.77584	5.33464	5.96051	5.71179	5.15474	5.33712	5.32878
X3632671	6.34505	6.58362	6.81446	6.25345	6.49788	6.31992	5.89935	6.35221	7.0076	6.30014	6.24234	6.50306	6.22187	6.44326	5.60268	6.89574	5.35146	6.24081	6.41368	6.72085	7.23624	6.77149	7.00427	6.40756	6.62132	6.61766	6.48102	5.67858	6.97579	6.71093	6.76572	6.33204	6.20905	6.40202	6.95923	6.74633	6.64998	6.68012	6.57647	6.1976	6.58156	6.44667	7.06937	6.43016	6.83996	6.53822	6.25001	6.58787	7.07258	6.0666	6.4659	6.69038	5.97276	6.30707	6.05859	6.51671	6.58179	6.63214	6.88662	6.0478	6.28305	6.07544	6.65754	6.59715	6.3079	6.6091	6.33048	6.13116	6.70805	6.76426	6.30113	6.60814	6.10776	6.81858	6.6362	6.96514	6.75962	6.39373	6.92686	6.46695	7.09768	6.64887	6.61338
X3303059	5.17156	5.04422	4.87944	5.13013	5.10107	5.08887	5.05033	5.29118	5.02549	4.92074	5.0432	5.22553	4.99917	5.1396	5.04939	5.15518	4.7983	4.7651	5.08475	5.06726	4.99059	5.03152	5.10291	4.99173	4.93059	5.02784	5.27084	5.13331	5.03214	4.95744	5.14765	5.10899	5.08803	5.16273	5.04322	5.19233	5.09224	4.98727	5.07811	5.16595	4.91584	5.2231	4.97785	4.88895	4.76508	5.07375	5.19338	5.08656	4.9867	5.10207	4.88213	5.01322	5.12255	4.82636	5.1504	5.1455	5.00914	5.27013	5.19444	5.17514	5.04603	5.03761	5.1598	4.83109	5.04057	5.11363	4.97684	4.88988	5.09053	5.18932	5.2086	4.9446	5.16432	5.36934	5.05462	5.03984	5.33799	5.13825	5.14532	5.14184	5.26444	5.17378	4.94941
X3157647	5.1399	4.67779	4.36021	4.89107	5.1554	5.36392	5.09851	4.61947	4.81932	4.86179	5.04625	4.70791	5.14528	4.94266	4.47879	5.0709	4.70833	4.89322	5.20102	5.31891	5.10026	4.80009	5.58423	5.18393	5.01053	5.34437	5.12503	4.72642	5.24565	5.21243	5.36798	5.18847	5.51191	4.94776	5.03708	5.4737	4.73648	5.00728	4.97097	4.98795	5.01968	4.91274	5.62071	5.16118	5.11601	5.05873	4.69596	5.06247	5.31743	4.99297	5.3608	5.00524	5.15536	5.27407	4.90258	5.30912	5.14892	5.42019	5.22238	5.0988	4.79706	5.16919	5.12554	5.36608	4.67789	5.16788	5.22701	5.0937	4.92539	5.08044	5.03698	5.39808	4.64248	5.25742	4.8963	5.31571	5.24013	4.55747	5.15265	4.76877	4.72965	5.20535	5.19694
X3377474	6.54677	6.39324	6.31581	6.4371	6.41629	6.33642	6.17995	6.3442	6.35852	6.36073	6.46573	6.78389	6.42375	6.56744	6.2934	6.49033	5.98192	6.0542	6.38403	6.7317	6.7148	6.58645	6.53063	6.35278	6.41175	6.46917	6.49026	6.30138	6.57396	6.75272	6.75054	6.83489	6.35338	6.54071	6.58534	6.60169	6.67251	6.21643	6.57789	6.32674	6.51088	6.59225	6.50943	6.56355	6.64143	6.38222	6.39617	6.35928	6.28942	6.39257	6.37329	6.46061	6.3988	6.48203	6.44686	6.39859	6.24103	6.71697	6.39735	6.58147	6.54523	6.27281	6.43639	6.21818	6.44558	6.52642	6.48802	6.466	6.51466	6.50177	6.38123	6.25298	6.49082	6.66146	6.59907	6.48854	6.26579	6.51166	6.64512	6.39268	6.57603	6.5584	6.46591
X3572782	5.91017	5.61629	5.65551	5.91946	5.45778	5.66907	6.08456	5.56595	5.75554	5.94489	5.77003	5.99852	5.77099	5.90407	5.79093	5.67832	5.54118	5.46901	5.86954	5.91729	5.77892	5.76515	5.67077	5.60138	5.59232	5.71968	6.09429	5.9678	6.42091	5.90067	5.92964	6.1804	5.76256	5.87765	5.92257	5.95049	5.78509	5.60702	5.7929	5.64218	5.81274	6.17546	5.74708	5.62805	6.23734	5.82637	5.9314	5.95968	5.66231	5.98325	5.70613	5.5591	5.68848	5.7977	5.83579	5.97625	5.30624	5.90582	5.63986	6.01724	5.99496	5.73591	5.87112	5.60905	6.02725	5.746	5.77878	5.69825	5.93405	5.78198	5.88035	5.97081	5.75609	6.04716	5.94328	5.93779	5.86752	5.8498	5.8928	5.84328	5.91266	5.69205	5.6542
X3852584	7.04795	6.87276	6.59845	6.75604	7.10141	7.04363	6.7304	6.88797	6.44751	7.03988	6.98086	6.94708	7.07848	6.5797	6.59613	6.5274	6.5322	6.47691	6.74436	7.00397	7.07622	7.15509	7.24778	6.53517	6.64138	6.91297	7.13081	6.37085	7.2058	6.79855	6.77968	6.71355	6.84852	7.09124	6.79892	7.05259	7.01046	6.89825	7.07639	6.65041	6.8276	6.55853	7.18286	7.13956	6.91711	6.66395	6.47568	6.76072	7.21169	6.60007	7.12883	6.68848	6.37042	6.54046	6.79136	6.42418	6.47505	7.44118	6.83033	7.21592	6.607	6.86696	6.79204	6.24839	6.61166	6.88265	6.78555	6.66714	6.92838	6.86965	7.0908	7.10017	7.12608	7.12965	6.25688	6.74516	6.64365	7.54534	6.95919	6.71336	6.70436	6.68914	6.76026
X3962494	5.97132	5.74696	5.95998	6.07183	6.00548	6.01318	5.85758	6.07627	5.85648	5.7943	6.13877	6.21725	5.98835	5.8803	5.78053	6.09837	5.69832	5.60773	5.9022	6.14102	6.19038	6.05059	6.12672	6.15456	5.80801	5.79183	5.9388	5.9072	6.26012	6.15414	6.29318	6.12039	5.74277	5.91229	6.02932	6.04292	6.24596	5.79287	6.07273	5.91242	5.83172	5.87937	5.9144	5.85979	5.80975	5.94665	5.87028	5.68641	6.02135	5.88339	5.89561	5.80457	5.83198	5.97939	6.01921	6.05885	6.10689	5.97728	6.08647	6.01235	5.57509	5.77648	6.04739	5.92957	6.01225	5.89855	5.72885	5.89431	6.04015	5.87429	5.99179	5.78015	5.90549	6.13161	5.89535	6.20467	5.91397	6.03185	5.93546	5.89152	6.06707	6.19845	6.00677
X3852586	8.62967	8.33432	8.09031	8.18121	8.27024	8.26404	8.17794	8.24698	7.80862	8.21075	8.34717	8.56258	8.12035	8.12027	8.21412	8.00728	7.92474	7.89213	8.24191	8.42199	8.48382	8.38826	8.47038	7.98702	8.07731	8.35846	8.39009	8.00679	8.4516	8.29068	8.31649	8.29811	8.25099	8.15181	8.11272	8.34395	8.46139	8.21315	8.21425	8.07215	8.11112	8.02965	8.52233	8.26888	8.06603	8.1883	7.97873	8.3624	8.23478	8.13178	8.26791	7.97956	8.00851	7.77558	8.06143	8.11938	7.94681	8.48885	8.32794	8.25805	8.14996	7.88193	8.12784	7.81236	8.17502	8.05906	8.18073	7.96378	8.07696	8.25593	8.25035	8.26063	8.16445	8.25158	8.12339	8.1607	8.2673	8.23514	8.20809	8.20956	8.10984	8.14577	8.21645
X3936984	7.937	7.77993	7.17769	7.42912	7.48484	7.40589	7.03488	7.51278	7.62392	7.24908	7.71548	7.77614	7.37054	6.69881	7.34253	7.44841	6.6677	7.12331	7.21187	7.99559	8.15626	7.85585	8.63201	7.22313	6.72184	7.49305	7.79836	7.13493	8.08714	7.84565	8.10174	7.46017	7.52653	7.36063	7.41693	7.69967	8.36445	7.35453	7.45649	7.18014	7.3802	6.34998	7.42202	7.5919	6.87772	7.161	7.0738	7.42961	7.2235	7.10244	7.45053	6.27896	6.93989	7.01834	7.12736	7.48534	6.80324	7.78717	7.82059	7.26494	7.30414	7.0512	7.38795	6.64152	7.04131	7.20715	7.23958	7.05246	7.05466	7.49943	7.47617	7.59526	7.60206	7.28447	7.708	7.73249	8.00244	7.46746	7.41155	7.57519	6.68448	7.59901	7.50636
X3962530	7.60008	7.35712	7.63701	7.76147	7.59216	7.56402	7.53993	7.40423	7.45003	7.64713	7.51858	7.69587	7.68941	7.49389	7.54222	7.7531	7.28434	7.16225	7.40382	7.82287	7.85688	7.96782	7.84199	7.72094	7.55661	7.77267	7.60973	7.46311	7.72424	7.68668	7.72487	7.8723	7.45076	7.3653	7.73137	7.49089	7.7978	7.30033	7.68202	7.50702	7.54301	7.34183	7.72702	8.00224	7.3328	7.5586	7.58264	7.49318	7.43569	7.49156	7.45476	7.71419	7.01671	7.57588	7.42473	7.46882	7.28832	8.15064	7.5527	7.77902	7.20124	7.39066	7.61805	7.33954	7.44416	7.38411	7.46466	7.54901	7.63642	7.50877	7.44464	7.29834	7.64722	7.55087	7.68774	7.69156	7.43627	7.54832	7.55866	7.34581	7.56119	7.47286	7.4442
X3632940	8.24776	8.18888	8.04541	7.93302	8.12932	8.17148	8.01293	7.89067	8.22139	7.96592	8.13174	8.16051	7.79266	7.8152	7.80044	7.90062	7.80007	7.75261	7.86053	8.25846	8.45435	7.99283	8.36665	7.91281	7.68693	8.07741	8.04394	7.88959	8.37792	8.04966	8.09702	8.04102	7.9085	8.18108	8.0895	8.36497	8.32123	8.12663	8.15966	7.93047	8.15859	7.94911	7.97578	7.762	8.2033	8.16895	8.01023	7.98565	7.98326	8.10902	8.05174	7.79356	7.92214	7.88652	7.79094	8.02687	7.89703	8.58735	8.18224	8.03077	7.83319	7.87511	8.10311	7.71517	8.10102	7.98321	8.0534	7.98878	7.97436	7.99521	8.14005	8.31642	7.96302	8.25367	7.96901	8.17912	8.28167	8.05948	8.15847	8.16078	8.03354	8.18721	8.15148
X3572982	5.70739	5.37993	5.4489	6.00612	5.67619	5.63971	5.35545	5.59241	5.36713	5.68206	5.6701	5.9524	5.69998	5.66118	5.5096	5.74798	5.39153	5.17613	5.59306	5.64311	5.85232	5.72295	5.8161	5.37047	5.55186	5.52058	5.80235	5.20772	5.90959	5.73652	5.99779	5.8457	5.53132	5.63652	5.75623	5.94392	6.02413	5.38104	5.51742	5.44977	5.49126	5.63754	5.59228	5.64885	5.54997	5.41694	5.72411	5.85037	5.62477	5.58727	5.36927	5.60354	5.3034	5.64717	5.64022	5.66087	5.57414	5.69252	5.53534	5.67884	5.74309	5.67194	5.59402	5.44649	5.64296	5.57494	5.5813	5.77995	5.8129	5.60952	5.53967	5.34721	5.64824	5.70659	5.76458	5.59321	5.5277	5.69956	5.5722	5.56916	5.93057	5.78666	5.56252
X3717452	6.32764	6.86218	6.37653	6.63546	6.45138	6.55753	6.13561	6.38524	6.51242	6.44047	6.35031	6.74069	6.62332	6.3393	6.57955	6.35307	6.24075	6.26039	6.59726	6.37232	6.85118	6.83656	6.82196	6.7769	6.23126	6.21518	6.72326	6.42508	6.97466	6.56961	6.98544	6.7956	6.77304	6.63165	6.50738	6.46112	6.48715	6.55891	6.45037	6.53042	6.53359	6.66275	6.25173	6.32053	6.41818	6.55293	6.69051	6.34028	6.17857	6.72424	6.40793	6.60367	6.75428	6.52617	6.47302	6.82613	6.89535	6.52834	6.85283	6.86879	6.40727	6.52211	6.74608	6.62399	6.68482	6.62064	6.65667	6.63831	6.44657	6.7115	6.7612	6.46331	6.50369	6.96646	6.49007	6.29653	6.45515	6.66963	6.57207	6.57201	6.75444	6.74927	6.39504
