gene	025_08	024_08	025_09	022_06	006_09	013_09	022_09	004_06	001_06	009_09	004_08	031_08	018_06	020_08	023_09	016_07	023_08	039_06	037_08	015_09	016_09	011_09	015_07	018_08	035_06	017_07	012_09	026_09	014_09	017_09	005_09	032_08	021_09	033_08	007_09	016_08	026_08	028_08	030_06	018_05	034_07	032_09	029_09	022_08	036_09	038_09	027_09	033_09	014_08	030_09	003_08	009_07	035_09	017_08	034_06	020_07	007_08	034_08	034_09	031_09	028_09	002_08	004_10	011_10	001_10	006_10	012_10	008_10	010_10	002_10	007_10	024_10	023_10	016_10	028_10	013_10	014_10	015_10	019_10	032_10	018_10	021_10	020_10
X3837431	5.92962	5.47736	5.61594	5.7852	6.16511	5.61886	5.27993	5.47425	5.96834	5.68723	6.06917	5.93511	5.13973	5.8535	5.70618	5.51113	5.19937	5.29112	5.82449	5.71772	6.11919	6.12591	5.74855	5.75582	5.68514	5.84805	5.96464	5.3752	5.80017	6.03459	6.10564	5.98143	5.43878	5.86854	5.79686	5.87317	6.21661	5.86566	6.03689	5.73888	5.91877	5.49352	5.5528	5.58993	5.36316	5.3897	5.35611	5.19419	5.89951	5.51	5.82639	5.78568	5.38027	5.74455	5.36718	5.68878	5.42804	5.94921	5.93811	5.74111	5.58197	5.45325	5.55841	5.39095	5.6614	5.26019	5.6794	5.734	5.63563	5.80199	5.22185	5.45581	5.85728	5.17796	5.557	5.54348	5.5455	5.49337	5.52242	5.41294	5.14872	5.63228	6.04056
X2434159	6.54466	5.86786	6.12921	6.06976	6.33874	5.60471	5.54017	5.72205	6.07417	6.09036	6.04389	6.19473	6.05302	6.27559	5.74882	6.02854	5.74257	6.05166	6.14073	6.10596	6.4776	6.33662	6.40269	6.01437	6.49986	6.31668	6.01645	5.79677	6.42676	6.59151	6.42912	6.42236	6.0268	6.04799	6.33326	6.47994	6.56114	6.3419	6.5472	6.03166	6.10857	6.31399	5.91055	6.25517	6.17873	5.93034	5.3994	5.91997	6.41474	5.84974	6.58777	6.20703	5.88945	5.96436	5.8735	6.2933	6.04366	6.6877	6.04844	6.21921	6.27752	6.05905	5.83254	6.14632	6.09644	6.13568	6.20251	6.4015	6.38725	6.26846	5.78802	6.35473	6.29292	6.11172	6.03783	6.35413	6.21794	6.13251	6.29146	6.19811	5.86636	6.14575	6.29266
X3167994	7.69869	7.55275	7.37862	7.20824	7.34862	7.32232	7.38063	7.29913	7.30801	7.3795	7.35039	7.49183	7.27364	7.23088	7.2545	7.12685	7.06288	7.16931	7.35201	7.47726	7.66081	7.46213	7.50273	7.25273	7.41968	7.37043	7.46635	7.30669	7.54408	7.17754	7.43071	7.47558	7.45764	7.22573	7.27089	7.40828	7.7113	7.47152	7.47219	7.12887	7.18005	7.40085	7.56389	7.43606	7.30742	7.34534	7.25963	7.28203	7.34951	7.43443	7.4726	7.28024	7.29636	7.30033	7.04078	7.66263	7.09156	7.86872	7.61279	7.46072	7.53359	7.37325	7.31045	7.13643	7.33829	7.50869	7.34063	7.35534	7.28135	7.4611	7.3468	7.43847	7.04902	7.23008	7.41663	7.34933	7.53803	7.56312	7.36501	7.33587	7.07384	7.4172	7.47969
X4022885	5.84884	5.58179	5.56737	5.62818	5.88854	5.40687	5.27331	5.32855	6.11093	6.05999	6.00953	6.00469	5.58387	5.59687	5.2881	5.63517	5.56664	6.03518	5.35674	6.1921	6.30912	5.72357	6.27877	5.433	5.72502	5.58687	5.55146	5.45555	6.14681	6.00425	6.04326	5.63983	5.37235	5.4592	5.6236	6.18555	6.29539	5.52447	5.61747	5.59003	5.8043	5.60601	5.42241	5.94492	5.74741	5.57666	5.80348	5.75712	5.73497	5.83415	5.94062	5.54897	5.3641	5.80011	5.27636	5.69869	5.61621	6.31749	5.70189	5.98141	5.45637	5.42221	5.72644	5.45429	5.74482	5.44342	5.68944	5.69324	5.72916	5.82748	5.89079	5.91899	5.58959	5.80214	5.94669	5.83514	5.7169	5.5034	5.5676	5.60213	5.14634	5.83076	5.72531
X3947434	2.93712	2.87963	3.52791	3.36505	3.17883	3.53287	3.37105	3.66864	2.7256	3.34587	3.79077	4.09054	3.2401	3.11229	2.92507	3.98421	3.39318	3.70867	3.60117	3.08424	3.2489	3.30554	3.43345	3.83078	3.21593	3.45112	3.68279	2.79933	4.62559	3.13026	3.70739	3.57982	3.75367	3.71119	2.79892	3.73756	5.01448	3.13327	3.8582	3.34095	2.637	3.51701	3.22606	3.1915	3.13349	3.6018	3.93434	3.35468	3.59131	3.3228	3.38532	3.69617	3.31998	3.92291	3.28155	3.26074	2.98212	3.39099	3.71761	3.10272	2.68435	3.15242	3.1887	3.17394	2.91484	3.22879	3.28061	2.79778	3.44306	3.14986	3.58174	3.82773	3.1347	3.17172	3.80954	3.58566	3.56732	3.41998	3.27556	3.08693	3.04195	3.93464	3.33433
X3922921	5.93272	6.2622	5.90113	6.01667	5.92124	6.04691	6.11006	6.04403	6.142	5.86828	5.91621	6.11913	5.93141	5.96855	5.97923	6.11084	5.74477	5.75952	5.87014	6.0844	6.27064	6.12771	6.16196	6.11951	5.99166	5.75527	6.47078	5.8218	6.47275	6.09497	6.10223	6.24186	6.06811	6.15576	6.41266	6.41352	6.3001	6.21746	6.18703	5.78273	6.02688	5.99309	5.78979	5.83407	5.8336	6.18778	6.10904	6.19269	5.86879	6.09705	6.07482	6.01814	6.16774	6.04581	5.97791	6.13339	5.94356	6.05782	6.07172	6.1067	6.23633	5.82595	6.34774	6.27342	6.01838	6.04647	6.08298	6.08773	6.40657	6.16718	6.18852	5.74524	6.12447	6.22194	5.92146	6.23316	6.14877	6.01928	6.1064	6.24781	6.20997	6.40006	6.01566
X4022925	8.34217	8.26259	8.32532	8.07137	8.56342	7.99738	8.13005	8.27374	8.65173	8.17342	8.34636	8.38581	8.23325	8.32859	7.80006	8.59573	7.21037	7.96547	7.91917	8.59827	9.04182	8.7825	8.83673	8.10023	8.2474	8.57044	8.50953	8.07786	8.85901	8.97205	8.82581	8.40079	8.10505	8.599	8.74735	8.62135	8.86183	8.34773	8.54385	8.13199	8.26904	8.42426	8.32165	8.43279	8.12558	8.27123	8.39686	8.10168	8.14481	8.02306	8.24708	8.11021	8.13477	8.50527	7.81916	8.46059	8.03294	8.75497	8.50232	8.28466	8.31417	8.24541	8.50066	8.12349	8.37495	8.33781	8.25163	8.48327	8.58816	8.38795	8.21797	7.93626	8.18915	8.3125	8.35673	8.34809	8.53666	8.34286	8.2998	8.38615	8.25274	8.3559	8.42048
X3557785	4.85912	3.88385	5.05174	4.76607	4.1555	4.36516	4.53743	4.29355	3.51942	4.05431	4.21736	4.36982	4.92621	3.48003	3.93833	3.54957	4.22903	3.81395	4.33457	5.40762	4.25292	4.59306	4.81793	5.29057	4.47302	4.78769	4.40008	4.64044	5.13709	4.61582	4.8765	3.62499	4.62747	4.78563	4.93186	4.77621	3.85663	4.48741	4.3813	3.92885	4.55372	4.3405	4.76017	3.85183	3.68779	4.41406	3.92594	4.85132	4.27801	4.50585	4.07047	3.8827	4.51849	4.32812	3.85028	3.74175	4.019	4.79268	4.90033	4.2181	3.59169	3.69549	3.83372	3.80828	4.0238	4.37924	4.00339	3.36172	3.63055	4.30737	4.63515	3.74988	3.61092	4.66564	4.15742	3.75484	3.47915	4.4725	4.35469	4.13695	4.05186	4.60455	4.56812
X3168245	4.18988	4.2605	3.6768	4.26266	3.72545	3.96705	4.28402	3.69167	4.15926	3.77187	4.29645	4.63695	4.17511	4.10851	4.02145	3.77776	4.30813	3.70371	4.23527	4.61189	4.40176	4.32905	4.88804	3.8715	3.5572	3.47072	5.1721	4.42132	4.80567	4.12338	4.26039	3.74086	4.22729	4.25722	4.30798	4.56379	4.50577	4.4149	4.33166	4.32874	3.72974	4.14278	4.42504	4.34049	3.7357	4.0363	3.84565	3.94874	3.45666	4.14695	4.36898	3.63824	3.9666	3.93046	4.38463	4.29211	4.20426	4.25603	4.45615	4.19905	3.91317	3.81343	4.06403	3.85666	4.24	3.83408	4.17751	4.15143	3.58048	4.15753	4.33301	3.99359	4.02664	4.0006	4.11999	4.06982	4.37078	4.42944	4.54599	4.29715	3.8916	4.17795	4.3303
X3203753	6.31517	6.09452	6.0972	6.11843	6.33814	6.0234	6.03169	6.11162	6.16999	6.15247	6.24784	6.20995	6.08692	5.9919	6.19037	6.02339	5.75358	6.02651	6.06711	6.38736	6.68275	6.58887	6.46557	6.31058	6.09175	6.10986	6.36064	5.95876	6.59711	6.38823	6.60149	6.29195	6.15264	6.30911	6.49915	6.49313	6.48236	6.21785	6.38647	6.01517	6.21556	6.15798	6.32078	6.26118	6.06688	6.2383	6.12115	6.22516	6.17813	6.22853	6.30691	6.31397	6.17617	6.21427	6.02271	6.38343	6.34352	6.50429	6.48453	6.30116	6.14279	6.29785	6.21884	6.11367	6.33824	6.26698	6.28757	6.25526	6.28427	6.40829	6.08858	6.21323	6.25531	6.18722	6.45285	6.19225	6.26902	6.38144	6.12	6.23165	6.0919	6.34036	6.23425
X3558012	5.08734	5.25149	5.06654	5.30913	5.19728	5.17105	5.28285	5.20938	5.1683	5.1139	5.02145	5.16822	5.1033	5.26475	4.98707	5.24959	5.08396	4.82704	5.06677	5.3079	5.3299	5.19337	5.48545	5.21996	5.37589	5.20811	5.2153	5.36063	5.22556	5.43426	5.3289	5.16634	5.12492	5.14904	5.11178	5.21344	5.33263	5.09936	5.28546	5.06515	5.08874	5.28283	5.25447	5.15859	5.06506	5.2798	5.00967	5.10259	5.18028	5.1381	5.09002	5.08092	5.18439	5.12028	4.93181	5.20828	5.1514	5.39031	5.18347	5.13602	5.079	5.07442	5.17686	5.16122	5.14191	5.30042	5.07568	5.12186	5.22656	5.23428	5.07187	5.16863	5.11601	5.09954	5.392	5.12494	5.1238	5.09697	5.08262	5.17855	5.26717	5.06503	5.1824
X3837759	4.83617	4.74191	4.47829	4.46293	4.87076	4.66201	4.33124	4.40189	4.12289	4.55546	5.16052	4.27483	4.32855	4.43151	4.28749	4.40185	4.37806	4.65114	4.61251	4.75715	5.01433	4.83654	5.35364	4.25692	4.57852	4.98284	4.73606	4.1016	4.79583	4.50647	4.65309	4.81452	4.7978	4.65767	4.77467	4.52739	5.07042	4.55974	4.6944	4.28668	3.85432	4.39568	4.59312	4.58022	4.20501	4.78133	4.4059	4.65726	4.85118	4.71053	4.81091	4.56217	4.4068	4.56868	4.26545	4.67074	4.60192	5.13545	5.00925	4.41743	5.00742	4.80103	4.40193	4.88458	4.66959	4.48344	4.63867	4.61931	4.59765	4.75884	4.65746	4.88418	4.70226	4.63274	4.43582	4.64722	4.92999	4.77739	4.48056	4.22121	4.27128	4.53857	4.43752
X3693462	5.65254	5.50282	5.15119	5.28794	5.58732	6.01979	5.12051	5.91354	5.48029	5.18483	5.87928	5.99468	5.32255	5.66798	5.24705	5.59094	4.75239	5.1186	5.38126	6.17014	6.04723	5.71891	5.66819	5.50216	5.3118	5.74341	5.33248	5.24647	5.84847	5.74185	5.55145	5.78975	5.38077	6.05339	5.57765	5.8248	6.01667	4.94693	5.80879	5.45323	5.98298	4.95325	5.67337	5.61389	5.45839	4.87772	5.15787	5.58331	5.37089	4.99414	5.62361	5.82504	5.18263	5.691	5.3342	5.53871	5.60114	5.51306	5.39293	5.47721	5.54708	5.7656	5.27194	5.31083	5.4957	5.56359	5.00438	5.59957	5.79377	5.84645	4.93363	5.69511	5.5475	4.83696	5.72025	5.45531	5.41283	5.38581	5.38241	5.44627	5.97709	6.05247	5.88275
X3753448	3.39242	3.70112	3.6936	3.148	3.58247	3.73098	3.15129	3.58033	3.80028	3.35348	3.89661	3.86414	3.38517	3.54715	3.09262	3.35126	3.10566	3.59148	3.42313	3.90926	4.22868	4.07377	4.18126	3.47103	3.80671	3.74815	4.09941	3.48894	3.61672	3.63412	3.85126	3.69172	3.62058	4.08721	4.10676	3.52428	3.51085	3.26395	3.90483	3.59552	3.84374	3.06652	3.90458	3.34434	4.1889	3.83413	3.69311	3.72559	3.7436	3.69184	3.88967	3.38978	3.80697	3.09064	3.93377	3.4338	3.58188	3.74338	4.02659	3.98251	3.46734	3.42348	3.81658	3.53672	3.67478	4.38709	3.93866	3.8852	3.6812	3.72813	3.32897	3.1106	3.22366	3.54363	3.41783	3.34557	4.15277	3.96789	3.17139	3.55175	3.62997	3.3387	3.60316
X3837836	6.65094	6.39717	6.45175	6.54556	6.52878	6.61232	6.54004	6.59693	6.51558	6.52445	6.65101	6.60676	6.38449	6.61093	6.41625	6.58005	6.48208	6.48227	6.52351	6.51013	6.85304	6.3906	6.707	6.58093	6.45016	6.5092	6.64769	6.48608	6.55789	6.56863	6.62467	6.65859	6.46828	6.51584	6.51565	6.72707	6.65997	6.65248	6.60526	6.39276	6.49384	6.53387	6.65331	6.35076	6.59897	6.60382	6.44961	6.56954	6.61528	6.54469	6.6881	6.60312	6.31119	6.61891	6.39283	6.48948	6.53058	6.64121	6.84934	6.54402	6.5581	6.62028	6.6154	6.5628	6.45265	6.44337	6.49793	6.49207	6.51233	6.63933	6.50223	6.51065	6.5172	6.59297	6.64112	6.56286	6.71442	6.48388	6.63604	6.62962	6.40006	6.70295	6.53309
X3204019	6.86913	6.63532	6.6706	6.78116	6.78951	6.70374	6.7127	6.46906	6.56794	6.7535	6.63074	6.66035	6.65283	6.46038	6.70073	6.61911	6.56262	6.2585	6.69979	7.01442	7.35722	6.99562	7.2992	6.95736	6.66999	6.73185	7.16149	6.4424	6.99694	6.82209	7.17883	6.80219	6.77133	7.16175	7.07355	6.9663	6.73743	6.87284	6.96339	6.57081	6.4186	6.66198	6.87444	6.63884	6.44237	6.96352	6.78592	6.9421	6.79402	6.68632	6.70482	6.53566	6.49582	6.60861	6.68063	6.49326	6.39058	7.21959	6.92179	7.12667	6.64678	6.53554	6.77443	6.67126	6.48231	6.75267	6.69038	6.72108	6.86344	6.79909	6.92604	6.79001	6.76225	6.86835	6.64636	6.93873	6.50002	6.83127	6.90917	6.51531	6.68605	6.77561	6.77316
X3923354	7.93429	7.61682	7.63051	7.92747	7.6872	7.82108	7.67562	7.60595	7.5963	7.79913	7.83768	7.80863	7.4643	7.68998	7.79305	7.77787	7.73039	7.32588	7.85299	7.97259	7.9259	7.80203	7.923	7.72252	7.55991	7.65375	8.00711	7.65201	8.11026	7.84018	7.69863	7.85637	7.73048	7.84226	7.71877	7.6962	7.98359	7.70894	7.74701	7.74701	7.70526	7.44981	7.68964	7.65261	7.48237	7.75038	7.50928	7.58307	7.57529	7.64684	7.49031	7.47815	7.34102	7.65484	7.64449	7.68019	7.81013	7.81945	7.8577	7.73495	7.36802	7.46059	7.86045	7.60167	7.67793	7.75487	7.59606	7.75156	7.52137	7.62874	7.8122	7.81403	7.73918	7.71641	7.60997	7.7755	7.5887	7.75355	7.46026	7.49459	7.75534	7.61763	7.55347
X3838004	5.18374	4.28279	4.84608	4.97979	5.0451	4.77579	4.5673	4.57354	4.80585	5.17049	4.93408	4.83882	4.80467	4.64759	4.77951	4.84302	4.65223	4.59885	4.88978	5.06695	5.24513	5.07937	5.17725	4.63589	4.5822	4.81925	4.92014	5.03664	4.27592	4.73629	4.94952	4.13823	5.06898	4.7618	5.0815	5.36932	5.13784	5.22551	5.18208	5.08986	4.59361	4.47826	4.81194	5.06297	5.28732	5.21776	4.7249	4.83462	4.77115	6.05435	4.89198	4.9972	4.44009	4.07351	4.91939	4.72656	4.82194	4.88068	5.07191	5.15315	4.55376	4.78933	4.90291	4.60951	3.82171	4.16749	5.18228	5.20163	4.9431	4.59716	4.89699	4.8502	4.6074	4.9425	5.40513	5.02483	4.84977	4.49124	4.86749	4.52287	4.65501	4.59266	5.1022
X3728097	6.17136	6.43801	6.15674	6.48018	6.51362	6.5184	6.45787	6.31486	6.20063	6.31748	6.52119	6.37285	6.2873	6.02028	6.22919	6.35622	6.17958	5.96492	6.33939	6.46727	6.54253	6.61299	6.59632	6.27089	6.2453	6.3516	6.49228	6.46396	6.71471	6.35908	6.55204	6.05333	6.23413	6.46154	6.42456	6.62325	6.31105	6.27353	6.54997	6.21061	6.43984	6.38642	6.3981	6.30682	6.15636	6.45325	6.47399	6.14297	6.21501	6.31603	6.40289	6.15588	5.92575	6.21786	6.25698	6.49906	6.39242	6.53202	6.42412	6.4546	6.20935	6.03739	6.33316	6.25027	6.51	6.39733	6.4662	6.23904	6.43041	6.3176	6.62789	6.50289	6.55213	6.40357	6.41735	6.444	6.35119	6.41569	6.37537	6.19294	6.59582	6.65349	6.45357
X3837934	2.38558	2.41816	2.29568	2.26725	2.24353	2.23784	2.33323	2.27914	2.45392	2.09011	2.13958	2.52954	2.3196	2.38855	2.20026	2.19279	2.12689	2.44752	2.0996	2.32705	2.45719	2.28727	2.3938	2.21079	2.37263	2.37035	2.11131	2.12076	2.40245	2.55844	2.29802	2.30433	2.31988	2.36248	2.30745	2.57866	2.30444	2.56813	2.13842	2.15376	2.55718	2.32908	2.17502	2.13942	2.52011	2.29431	2.40933	2.06845	2.10977	2.33854	2.1826	2.32411	2.35672	2.2961	2.2491	2.25637	2.28813	2.47875	2.40719	2.09814	2.22209	2.15816	2.34513	2.21776	2.24679	2.30813	2.10352	2.0897	2.06158	2.27378	2.27313	2.40474	2.223	2.41723	2.38534	2.10686	2.35399	2.27262	2.20526	2.12002	2.06391	2.34441	2.17578
X3703598	6.21301	6.16443	5.84715	6.0197	5.81935	6.04658	6.15846	5.88925	5.92519	5.89531	6.04519	6.00668	5.69429	5.72051	5.77911	5.93819	5.62612	5.56266	5.92333	6.0362	6.15584	6.12265	6.18309	6.02605	5.6705	6.1207	5.9105	5.84001	6.37771	6.03872	6.2253	5.84709	5.98155	6.17643	5.94972	5.95429	6.04204	5.92827	6.00551	5.91575	5.99199	5.90238	6.09362	5.99094	5.93885	5.97312	5.91424	5.78612	5.9615	5.86638	6.05324	5.82359	6.06732	5.92062	5.93944	5.89343	5.73467	6.31272	6.16817	5.88927	5.63898	5.61563	6.07164	5.54363	6.08364	5.7831	5.76802	5.77339	5.84716	5.76093	5.77225	5.90968	5.80937	6.05723	5.8323	6.22165	5.94686	6.12501	5.82318	5.86955	5.97885	5.86123	5.93982
X3923436	6.88737	6.78554	6.67336	6.88538	6.75829	6.95389	6.83592	6.76246	6.74085	6.72708	6.71929	7.17997	6.80689	6.95352	6.59953	6.92892	6.59839	6.61706	6.72171	7.13226	7.13065	6.77891	6.77726	6.90383	6.54527	6.63313	7.00563	6.8062	6.953	6.75168	6.91374	7.00328	6.62691	6.83823	6.85601	6.8969	6.94007	6.61055	6.7736	6.74704	6.62746	6.73313	6.83042	6.7127	6.86451	6.75821	6.94883	6.78701	6.38372	6.7139	6.74411	6.51341	6.67093	6.71124	6.77496	6.77036	6.88615	6.91598	6.99253	6.7818	6.68056	6.55054	6.81248	6.55155	6.6422	6.69954	6.5694	6.72039	6.84923	6.72927	6.96746	6.66794	6.69146	7.12556	6.75429	6.90678	6.82673	6.91034	6.79705	6.94331	7.18054	6.93531	6.73644
X3558290	4.1732	4.19983	4.15412	4.25497	4.07896	4.15979	4.17743	4.10735	4.09158	4.20072	3.97974	4.33674	4.32438	4.12123	4.07227	4.31176	3.92027	4.1937	4.05946	4.24196	4.28394	4.1836	4.21432	4.39027	3.90041	4.21889	4.42465	4.09278	4.43596	4.09255	4.24503	4.4512	4.09199	4.1091	4.2382	4.47375	4.43233	4.13023	4.07383	4.0527	4.24348	4.09691	4.19761	4.09397	4.12363	4.10277	4.18782	4.31433	4.06723	4.09882	4.14688	4.20106	4.16601	4.12128	4.14222	4.28426	4.03293	4.14048	4.29006	4.21443	4.27561	4.13005	4.13133	4.264	4.22473	4.14053	4.26289	4.28467	4.17087	4.27435	4.29894	4.03001	4.31691	4.54227	4.11803	4.32303	4.16788	4.24475	4.2502	4.24182	4.22626	4.31653	4.19848
X3643703	6.13892	6.13981	6.06514	6.26214	6.45672	6.30059	6.06981	6.02371	6.07166	6.0446	6.10893	6.18421	6.18368	6.01417	6.09967	6.00811	5.82132	5.9314	6.01424	6.21276	6.35365	6.31568	6.21042	6.20952	6.11152	6.04464	6.22814	6.12347	6.44428	6.08246	6.32859	6.31722	6.22318	6.11464	6.44009	6.26099	6.09034	6.11202	6.12742	6.13118	6.07303	5.84714	6.23046	6.01152	5.93689	6.06683	6.11478	5.71529	6.02467	6.21977	6.15054	5.9971	6.14059	5.83588	6.15126	6.08528	6.41291	6.1738	6.25216	5.95033	6.01032	5.97695	6.21597	5.93972	6.17438	6.31827	6.10005	6.2002	5.85325	5.88427	6.12301	5.98961	6.00109	6.15375	6.07768	5.98935	6.10098	6.36496	5.75258	5.95002	5.95331	6.03568	5.94554
X3838118	5.59984	5.44422	5.64833	5.4769	5.34378	5.24424	5.21759	5.28255	5.60955	5.39968	5.39835	5.33836	5.21604	5.41162	5.10067	5.46131	5.09165	5.40228	5.36518	5.99681	5.61138	5.52917	5.68681	5.43703	5.51664	5.4372	5.46377	5.21756	5.56575	5.80268	5.37156	5.44023	5.18745	5.5761	5.49492	5.62212	5.47663	5.50823	5.89461	5.30698	5.64616	5.41449	5.66727	5.46695	5.58832	5.71997	5.27526	5.44785	5.4639	5.61432	5.44142	5.47317	5.28796	5.55759	5.03412	5.42713	5.38258	5.90714	5.67057	5.36079	5.35313	5.48792	5.46103	5.24639	5.44494	5.41389	5.33362	5.30301	5.41122	5.33336	4.85656	5.48682	4.81301	5.61334	5.52458	5.51269	5.46951	5.29594	5.61485	5.38092	5.33311	5.31254	5.74052
X3863547	5.43409	5.02143	5.04876	5.41357	5.46177	4.78621	4.93372	4.98877	5.10946	5.21779	5.22465	5.64953	5.18726	5.29	5.18019	5.34381	4.95533	5.24452	5.53466	5.35032	5.15408	5.30992	5.68076	5.19666	5.0366	4.81008	5.50842	5.13092	5.0253	5.0685	5.67554	5.00965	4.83518	4.96973	5.11475	5.095	5.51698	4.70679	5.46575	5.23742	4.78539	5.07292	5.62453	5.15557	5.10365	5.38087	5.01214	5.30061	5.40852	5.02181	5.16051	5.05074	4.86493	5.41756	5.16524	5.29847	5.22672	5.4834	5.36186	5.52666	4.86669	5.05961	4.97976	5.0114	5.31665	5.11903	4.97888	4.98728	4.99272	4.92079	4.96524	4.98818	5.0024	5.27647	5.15972	4.84343	5.12315	5.01056	5.12765	5.2627	5.22789	5.08907	5.4704
X3863576	6.54161	6.04263	6.17778	6.07304	6.58581	6.40619	6.12813	6.02816	6.24386	6.08553	6.34774	6.25083	6.27071	6.00837	6.30566	6.208	5.89635	6.15918	6.13772	6.4206	6.38827	6.66533	6.53338	6.30366	6.21323	6.49623	6.14269	6.32874	6.34755	6.40532	6.32704	5.9951	6.19391	6.2299	6.44881	6.24624	6.57615	6.2858	6.51493	6.38389	6.25362	6.3478	6.34258	6.39504	6.34742	6.34505	6.20285	6.22952	6.25924	6.46317	6.39493	6.04117	6.24751	6.34061	6.00393	6.34549	6.30311	6.60332	6.39369	6.48038	6.26241	6.38811	6.44635	5.65711	6.22172	6.33923	6.26865	6.21456	6.09598	6.13966	6.24587	6.57126	6.02326	6.19186	6.5077	6.1805	6.19431	6.41299	6.4193	6.17518	6.2021	6.45081	6.53362
X3753690	4.50673	4.51554	4.36917	5.14006	4.43945	4.18064	4.67173	4.41031	4.60176	4.29516	4.61726	4.72012	4.7495	4.63724	4.18064	4.80558	3.99432	3.98952	4.72888	4.87386	4.95601	5.00043	4.57088	4.99588	4.48738	4.42193	4.72802	4.93354	4.57962	5.02031	4.81203	4.52915	4.24103	4.49302	4.37503	4.78106	5.08359	4.75394	4.60657	4.24682	4.87513	4.28561	4.38277	4.78067	5.04079	4.30856	4.25291	4.3457	4.29955	4.39743	4.60522	4.46756	4.05605	4.64067	4.36184	4.33516	4.29153	4.96937	4.7812	4.4108	4.26728	4.29069	4.60155	4.51236	4.71988	4.69012	4.24523	4.45528	4.61152	4.56808	4.66725	4.33092	4.67169	4.83859	4.96499	4.19775	4.59868	4.48299	4.42918	4.79151	4.68829	4.38294	4.39584
X2374868	8.16609	7.70948	7.57157	7.39882	7.3017	7.93797	7.53921	7.59624	7.71144	7.78086	8.18281	7.73617	8.13485	7.62771	7.57166	7.66433	6.89301	7.09889	7.75965	8.10843	8.00012	8.21331	7.82827	7.60284	8.18682	7.77965	8.01286	7.62476	7.72175	7.6495	7.41815	7.76158	7.76568	7.87713	7.8379	7.49795	8.0805	7.67614	7.94517	7.92527	7.72788	7.1743	7.77359	8.33693	7.56265	7.48561	7.57029	7.80082	7.33832	7.48011	7.57675	7.50031	7.42521	7.9485	7.04902	7.47302	7.72799	7.78627	7.91169	7.81726	7.93207	7.8216	7.56448	8.06148	7.73552	7.76808	7.11031	7.54536	7.76269	7.84344	7.62504	7.70491	8.07856	7.23589	7.64143	7.58556	7.78975	7.657	7.98279	8.38266	8.09555	7.61916	8.17243
X3703885	6.89152	6.59146	6.4291	6.11229	6.86525	6.50994	6.01074	6.72427	6.21465	6.2068	6.36361	6.73719	6.56845	6.55396	6.43009	6.18482	6.12538	6.02034	6.43136	6.71934	7.07842	7.25982	6.96361	6.2474	6.63986	6.47428	6.79859	6.00132	6.55933	6.50809	6.8279	6.19551	6.46068	6.68404	6.97733	6.90138	7.36851	6.5483	7.13259	6.57295	6.24162	6.34697	6.78013	6.31201	6.20968	6.83033	6.17437	6.3544	6.59717	6.62618	6.46223	6.44075	6.92925	5.89946	6.15154	6.82913	6.4091	6.85766	6.49991	6.59214	6.22188	6.42469	6.63972	5.9385	6.48013	6.21984	6.61891	6.23484	6.09039	6.76739	5.93874	6.48691	6.35158	6.58223	6.4557	6.59548	6.45136	6.4172	6.61393	6.54485	6.3187	6.25973	6.39089
X3778410	7.02761	6.93681	6.77073	7.01064	6.79824	6.94498	6.7276	6.69866	6.8524	6.86187	7.03742	6.94692	6.70097	6.87031	7.11931	6.70763	6.96127	6.81012	6.95003	7.216	7.09516	6.92661	7.01939	7.19628	6.87057	6.69738	7.04659	6.87994	7.27366	6.94422	6.93237	6.86695	6.84893	7.02712	6.94275	7.04457	7.00665	6.86951	7.00453	6.95639	6.81568	6.94355	6.71317	6.60212	6.9487	6.93477	6.8698	6.85995	6.75114	6.94876	6.96443	6.84439	6.70314	6.63296	6.69556	6.97032	6.92156	6.9509	7.00547	7.04378	6.77992	6.89377	6.90862	6.6682	6.94445	6.89364	6.92005	6.93717	6.83145	6.96143	6.76248	6.95969	6.98942	6.97686	7.10428	6.97298	6.84201	7.05261	6.75003	7.01451	6.71911	6.84063	6.85355
X3474256	5.50919	5.49974	5.33665	5.59998	5.43011	5.45291	5.2836	5.54289	5.31472	5.35217	5.61841	5.68789	5.46222	5.63023	5.37841	5.57396	5.26322	5.36007	5.51892	5.31527	5.60683	5.42403	5.52926	5.55245	5.48865	5.47783	5.52947	5.27756	5.62184	5.5092	5.63998	5.56785	5.41051	5.5393	5.53901	5.62355	5.57039	5.40237	5.53505	5.43855	5.51414	5.48444	5.59398	5.38806	5.34504	5.30215	5.37565	5.47522	5.50571	5.4169	5.31844	5.58095	5.33465	5.56264	5.43197	5.53731	5.4755	5.51152	5.59604	5.44582	5.36041	5.43031	5.43535	5.42161	5.44401	5.5206	5.44029	5.32874	5.42512	5.38783	5.397	5.24183	5.35946	5.60928	5.47366	5.52076	5.50888	5.36535	5.32768	5.4928	5.59707	5.67778	5.47211
